Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol
2019-02-28 00:00:00-05:00,45.83276108913971,46.057942801249254,45.7374954612064,45.86740493774414,18388800,0.0,0.0,INTC
2019-03-01 00:00:00-05:00,46.28312303484764,46.490982830852516,45.80678166111821,46.16187286376953,18359300,0.0,0.0,INTC
2019-03-04 00:00:00-05:00,46.551614096473656,46.85473956441114,46.08393197123884,46.71616744995117,21706100,0.0,0.0,INTC
2019-03-05 00:00:00-05:00,46.638213459855585,46.75946693273129,45.997318765180594,46.49098205566406,21057700,0.0,0.0,INTC
2019-03-06 00:00:00-05:00,46.44767778527461,46.46499970955697,45.85008296090037,45.85874557495117,14740500,0.0,0.0,INTC
2019-03-07 00:00:00-05:00,45.70286064929885,45.89339855047849,45.34776939044038,45.555625915527344,17803000,0.0,0.0,INTC
2019-03-08 00:00:00-05:00,45.00998937035032,45.520974553585354,44.77614835729506,45.45168685913086,16793900,0.0,0.0,INTC
2019-03-11 00:00:00-04:00,45.79812362203976,46.46500288530345,45.52963873304182,46.205177307128906,18963000,0.0,0.0,INTC
2019-03-12 00:00:00-04:00,46.19650522997548,46.733471555762115,46.05793316835897,46.39570236206055,20782100,0.0,0.0,INTC
2019-03-13 00:00:00-04:00,46.768118531914745,47.26178174100168,46.464993159253915,47.088565826416016,25522300,0.0,0.0,INTC
2019-03-14 00:00:00-04:00,47.02794927133323,47.1578620567618,46.1878573847051,46.28312301635742,26647100,0.0,0.0,INTC
2019-03-15 00:00:00-04:00,46.49096990372567,47.36570539743405,46.49096990372567,47.05392074584961,46512500,0.0,0.0,INTC
2019-03-18 00:00:00-04:00,47.131880537902404,47.20982755339102,46.655539133836214,46.854736328125,16274000,0.0,0.0,INTC
2019-03-19 00:00:00-04:00,47.17518890976669,47.33108294703826,46.768131889799825,46.91536331176758,18274800,0.0,0.0,INTC
2019-03-20 00:00:00-04:00,46.82009200071755,47.11455811281587,46.430356954731636,46.61223220825195,24325300,0.0,0.0,INTC
2019-03-21 00:00:00-04:00,46.6988383272944,47.62554312324448,46.629553932649685,47.32241439819336,19127200,0.0,0.0,INTC
2019-03-22 00:00:00-04:00,47.1145576581118,47.30509222022881,46.08392462380468,46.127227783203125,21438400,0.0,0.0,INTC
2019-03-25 00:00:00-04:00,45.876062500735905,46.37838503491618,45.36507735344867,45.71150588989258,16971400,0.0,0.0,INTC
2019-03-26 00:00:00-04:00,46.17919477030619,46.56892982277253,45.93669442824686,46.28312301635742,17724300,0.0,0.0,INTC
2019-03-27 00:00:00-04:00,46.413035838967886,46.64687687063502,45.85008484008559,46.04062271118164,19656000,0.0,0.0,INTC
2019-03-28 00:00:00-04:00,46.118556961308876,46.28311024747693,45.702840787975006,45.99730682373047,13607900,0.0,0.0,INTC
2019-03-29 00:00:00-04:00,46.59490327315516,46.80276303434735,46.317759127444795,46.508296966552734,18736100,0.0,0.0,INTC
2019-04-01 00:00:00-04:00,47.06259600747887,47.261793201217884,46.8547361988097,47.2098274230957,17830400,0.0,0.0,INTC
2019-04-02 00:00:00-04:00,47.2271416699973,47.4609826777952,46.96731942927265,47.07991027832031,13704500,0.0,0.0,INTC
2019-04-03 00:00:00-04:00,47.66018786449248,48.49162380016089,47.53893768532531,48.049922943115234,24552800,0.0,0.0,INTC
2019-04-04 00:00:00-04:00,47.86804066184444,48.6215261675854,47.86804066184444,48.43098831176758,16520500,0.0,0.0,INTC
2019-04-05 00:00:00-04:00,48.283763347838786,48.45697930312409,47.521615126875176,48.15385055541992,19268400,0.0,0.0,INTC
2019-04-08 00:00:00-04:00,47.87670500103494,48.275102678124384,47.80742060316251,48.22313690185547,11758800,0.0,0.0,INTC
2019-04-09 00:00:00-04:00,47.93732767046128,48.00661536865876,47.547595931468024,47.911346435546875,13339700,0.0,0.0,INTC
2019-04-10 00:00:00-04:00,47.91133937800111,48.37902136048461,47.91133937800111,48.28375244140625,13084000,0.0,0.0,INTC
2019-04-11 00:00:00-04:00,48.292424475733085,48.56090938171718,48.17983690880851,48.32706832885742,10845800,0.0,0.0,INTC
2019-04-12 00:00:00-04:00,48.682153679474624,48.92465731821316,48.36170633635714,48.86402893066406,12910200,0.0,0.0,INTC
2019-04-15 00:00:00-04:00,48.898665140724574,48.98527474953663,48.43098316459577,48.74277114868164,11676900,0.0,0.0,INTC
2019-04-16 00:00:00-04:00,49.07188544226424,49.77340846918371,48.56090026794935,49.11518859863281,30301900,0.0,0.0,INTC
2019-04-17 00:00:00-04:00,50.61350238524258,51.60949154234196,50.33635820834556,50.71743392944336,38788400,0.0,0.0,INTC
2019-04-18 00:00:00-04:00,50.847345324424076,50.994580032359835,50.33636010950463,50.65681076049805,20464200,0.0,0.0,INTC
2019-04-22 00:00:00-04:00,50.36234588493559,50.9512781234994,50.12850485163943,50.9426155090332,12327500,0.0,0.0,INTC
2019-04-23 00:00:00-04:00,51.00323936237604,51.081186371590945,50.665470090384574,50.9079704284668,17739900,0.0,0.0,INTC
2019-04-24 00:00:00-04:00,50.68280208885348,51.34968145494866,50.35369206188522,50.85601806640625,17723700,0.0,0.0,INTC
2019-04-25 00:00:00-04:00,50.49225246455979,50.5615401610281,49.565550999120966,49.89466094970703,27949900,0.0,0.0,INTC
2019-04-26 00:00:00-04:00,45.676874942953546,45.9800003889882,44.62026058165633,45.408390045166016,72364500,0.0,0.0,INTC
2019-04-29 00:00:00-04:00,45.183198357741375,45.40838004275303,44.1698906866455,44.265159606933594,42142300,0.0,0.0,INTC
2019-04-30 00:00:00-04:00,44.16988878035072,44.542301832412114,44.05729794270412,44.204532623291016,27130900,0.0,0.0,INTC
2019-05-01 00:00:00-04:00,44.25649455726917,44.68953267741395,43.94470988597261,43.96202850341797,20467600,0.0,0.0,INTC
2019-05-02 00:00:00-04:00,43.99667808489729,44.45570079872263,43.40774590037425,43.78015899658203,22655400,0.0,0.0,INTC
2019-05-03 00:00:00-04:00,44.23918834987326,44.88008309733393,43.93605959844654,44.8194580078125,25656600,0.0,0.0,INTC
2019-05-06 00:00:00-04:00,43.78686669845332,44.68438747952083,43.73458267588581,44.63210678100586,26245200,0.315,0.0,INTC
2019-05-07 00:00:00-04:00,44.09185033941101,44.33583913074172,43.50802702155212,43.98728561401367,29713400,0.0,0.0,INTC
2019-05-08 00:00:00-04:00,43.74330089379309,44.25741551151815,42.758640017664895,42.906776428222656,36812400,0.0,0.0,INTC
2019-05-09 00:00:00-04:00,41.73912958535943,42.07896746728418,40.12707357687511,40.62376022338867,59642200,0.0,0.0,INTC
2019-05-10 00:00:00-04:00,40.46689994893116,40.780597388884836,39.29925021357695,40.25777053833008,42522800,0.0,0.0,INTC
2019-05-13 00:00:00-04:00,39.499676815310075,39.76980262345861,38.95070620911866,39.002986907958984,39091900,0.0,0.0,INTC
2019-05-14 00:00:00-04:00,39.36896804613007,39.639097175765166,39.09883891649498,39.360252380371094,24706500,0.0,0.0,INTC
2019-05-15 00:00:00-04:00,39.14240579958265,39.8656531239336,39.002985069160495,39.75237274169922,23407900,0.0,0.0,INTC
2019-05-16 00:00:00-04:00,39.62166568686528,40.03992785712616,39.57809401000399,39.673946380615234,19954700,0.0,0.0,INTC
2019-05-17 00:00:00-04:00,39.36897696678299,39.84823564649363,39.00299537518629,39.116275787353516,22500400,0.0,0.0,INTC
2019-05-20 00:00:00-04:00,38.34073494922013,38.793853124779,37.86147642716532,37.95732879638672,28675000,0.0,0.0,INTC
2019-05-21 00:00:00-04:00,38.63700100349557,39.02040712264732,38.49758029434476,38.7415657043457,25543400,0.0,0.0,INTC
2019-05-22 00:00:00-04:00,38.47144860235527,38.74157441730693,38.21003180535957,38.34074020385742,16932500,0.0,0.0,INTC
2019-05-23 00:00:00-04:00,37.79177287013266,38.985566596335,37.34737025989045,38.802574157714844,35783900,0.0,0.0,INTC
2019-05-24 00:00:00-04:00,38.854860872118145,39.25569514812901,38.76772414222123,38.837432861328125,27168100,0.0,0.0,INTC
2019-05-28 00:00:00-04:00,38.91585018906769,38.94199053848464,37.73077226272845,37.96604537963867,34779900,0.0,0.0,INTC
2019-05-29 00:00:00-04:00,37.774344783566235,38.802574078638365,37.756920098069294,38.541160583496094,28450300,0.0,0.0,INTC
2019-05-30 00:00:00-04:00,38.60215850673913,39.238265922643535,38.54116213288892,38.97685241699219,21618900,0.0,0.0,INTC
2019-05-31 00:00:00-04:00,38.49759164845052,39.18598305718283,38.27974651840002,38.3755989074707,25532500,0.0,0.0,INTC
2019-06-03 00:00:00-04:00,38.558584833304046,38.85485431865764,37.6436360274938,37.87019348144531,31155700,0.0,0.0,INTC
2019-06-04 00:00:00-04:00,38.48016596605648,39.09013303189321,38.140328074476145,39.029136657714844,28094900,0.0,0.0,INTC
2019-06-05 00:00:00-04:00,39.30797395997693,39.36897032761443,38.50630219037267,38.81999969482422,20802000,0.0,0.0,INTC
2019-06-06 00:00:00-04:00,38.99427734068056,39.36025555481311,38.78514455828138,39.299259185791016,19076200,0.0,0.0,INTC
2019-06-07 00:00:00-04:00,39.42997007497128,40.188070226340855,39.299261662228616,40.10964584350586,24370300,0.0,0.0,INTC
2019-06-10 00:00:00-04:00,40.28391871436935,41.120443167488446,40.257778363975845,40.78060531616211,20806100,0.0,0.0,INTC
2019-06-11 00:00:00-04:00,41.181438827102596,41.23372285104426,40.536619152085244,40.82417297363281,18415500,0.0,0.0,INTC
2019-06-12 00:00:00-04:00,40.667324667311405,40.667324667311405,40.30134646790491,40.362342834472656,15900600,0.0,0.0,INTC
2019-06-13 00:00:00-04:00,40.606329956818115,40.920027468561806,40.54533358776271,40.6934700012207,12267600,0.0,0.0,INTC
2019-06-14 00:00:00-04:00,39.93536741626967,40.44947868806871,39.691378631152766,40.249061584472656,15381100,0.0,0.0,INTC
2019-06-17 00:00:00-04:00,40.20549350037911,40.54533134461584,39.90922401390688,40.196781158447266,12643300,0.0,0.0,INTC
2019-06-18 00:00:00-04:00,40.73703163960073,41.82625708450984,40.606323256590734,41.277286529541016,25732300,0.0,0.0,INTC
2019-06-19 00:00:00-04:00,41.3731387671384,41.46027879688151,40.95487659652821,41.015872955322266,17436400,0.0,0.0,INTC
2019-06-20 00:00:00-04:00,41.71297265780115,41.869821372564594,40.84159238647181,41.12043380737305,20126800,0.0,0.0,INTC
2019-06-21 00:00:00-04:00,40.9113103502354,41.590985996967405,40.780601960916584,41.355712890625,31096300,0.0,0.0,INTC
2019-06-24 00:00:00-04:00,41.30343193813284,41.695550455554006,41.103011522672254,41.503849029541016,14479900,0.0,0.0,INTC
2019-06-25 00:00:00-04:00,41.44285562275829,41.54742034658898,40.780604615707745,40.82417297363281,16665600,0.0,0.0,INTC
2019-06-26 00:00:00-04:00,41.52128215997918,42.244526246565044,41.442857782006946,41.991825103759766,21886300,0.0,0.0,INTC
2019-06-27 00:00:00-04:00,41.95696749262863,42.19223727491862,41.16401146342381,41.355712890625,23062900,0.0,0.0,INTC
2019-06-28 00:00:00-04:00,41.62584165360695,42.00053548745096,41.54741728549884,41.71297836303711,26646200,0.0,0.0,INTC
2019-07-01 00:00:00-04:00,42.95034433488545,43.08976507767781,41.60841760797598,41.86983108520508,27423300,0.0,0.0,INTC
2019-07-02 00:00:00-04:00,41.747827595876366,42.01795666972017,41.556122877403226,41.930816650390625,15381600,0.0,0.0,INTC
2019-07-03 00:00:00-04:00,41.983118881544534,42.31424445059278,41.826270102735016,42.279388427734375,10739100,0.0,0.0,INTC
2019-07-05 00:00:00-04:00,41.85240152426733,41.98310992005939,41.338286931032506,41.895973205566406,14339200,0.0,0.0,INTC
2019-07-08 00:00:00-04:00,41.49513395973755,41.78269108896303,41.01587540174754,41.669410705566406,16564300,0.0,0.0,INTC
2019-07-09 00:00:00-04:00,41.26857587543477,41.651982051055846,41.068158784265634,41.60841369628906,17853200,0.0,0.0,INTC
2019-07-10 00:00:00-04:00,41.756545721182064,42.35780030367867,41.739121038953805,42.009246826171875,16032300,0.0,0.0,INTC
2019-07-11 00:00:00-04:00,42.314234071218614,42.50593550181028,42.09638896786936,42.34908676147461,16615100,0.0,0.0,INTC
2019-07-12 00:00:00-04:00,42.69763739406038,43.50802139011673,42.53207632327284,43.499305725097656,20148700,0.0,0.0,INTC
2019-07-15 00:00:00-04:00,43.56902307442838,43.78686818980052,43.36860596717233,43.673587799072266,14345100,0.0,0.0,INTC
2019-07-16 00:00:00-04:00,43.4905986069542,43.569022981282615,42.6627865054993,42.84577560424805,17131400,0.0,0.0,INTC
2019-07-17 00:00:00-04:00,43.13333560407844,43.30761237233984,42.90677813217564,43.03748321533203,11928600,0.0,0.0,INTC
2019-07-18 00:00:00-04:00,42.94162415779287,43.560306755242664,42.60178634068871,43.5167350769043,15671600,0.0,0.0,INTC
2019-07-19 00:00:00-04:00,43.53416924757342,44.14413626610181,43.49060088711843,43.804298400878906,29141100,0.0,0.0,INTC
2019-07-22 00:00:00-04:00,43.57773801015202,44.893524446783196,43.47317327928457,44.74538803100586,21688000,0.0,0.0,INTC
2019-07-23 00:00:00-04:00,45.311782026060534,45.311782026060534,44.70181506474537,45.093936920166016,18413500,0.0,0.0,INTC
2019-07-24 00:00:00-04:00,45.29435646562271,46.15702459415173,45.137507714981076,46.11345291137695,20896400,0.0,0.0,INTC
2019-07-25 00:00:00-04:00,45.75618036844393,45.83460473231046,45.2072131454304,45.45119857788086,27765400,0.0,0.0,INTC
2019-07-26 00:00:00-04:00,45.913046214060465,46.61886575201185,44.902244771838795,44.95452880859375,36401500,0.0,0.0,INTC
2019-07-29 00:00:00-04:00,44.902231225875,45.799755303778866,44.24869592183504,45.75618362426758,21897500,0.0,0.0,INTC
2019-07-30 00:00:00-04:00,45.05907778904815,45.58190800146623,44.92837272898285,45.05036544799805,16487700,0.0,0.0,INTC
2019-07-31 00:00:00-04:00,44.884799312491104,45.067791707976056,43.612584829121936,44.048274993896484,24169800,0.0,0.0,INTC
2019-08-01 00:00:00-04:00,44.02213973659937,45.21592999534738,43.10719094961656,43.133331298828125,34020800,0.0,0.0,INTC
2019-08-02 00:00:00-04:00,42.776070050532375,43.011343190867976,42.26195540847744,42.41880416870117,27881600,0.0,0.0,INTC
2019-08-05 00:00:00-04:00,41.61712561645534,41.7914023578112,40.580184157669144,40.92873764038086,38936600,0.0,0.0,INTC
2019-08-06 00:00:00-04:00,41.362986573217555,41.72266457183268,41.02962541585615,41.19630432128906,26119600,0.315,0.0,INTC
2019-08-07 00:00:00-04:00,40.61730608909886,41.126120609452656,40.327810826462745,40.994529724121094,29440400,0.0,0.0,INTC
2019-08-08 00:00:00-04:00,40.49449262379521,41.555980907221276,40.275176696814846,41.38052749633789,30643700,0.0,0.0,INTC
2019-08-09 00:00:00-04:00,41.17875448381084,41.23139150749487,40.161128784719715,40.33658218383789,24975500,0.0,0.0,INTC
2019-08-12 00:00:00-04:00,40.143589305544374,40.41554228347299,39.862865162229056,40.00322723388672,18494300,0.0,0.0,INTC
2019-08-13 00:00:00-04:00,39.90673662830591,41.27526618237427,39.79269138330147,41.091041564941406,28959500,0.0,0.0,INTC
2019-08-14 00:00:00-04:00,40.40676784913116,40.906807898113726,40.04708986045079,40.24008560180664,25650200,0.0,0.0,INTC
2019-08-15 00:00:00-04:00,40.44185346901802,40.5120361682774,39.86285958610936,40.09095001220703,21896000,0.0,0.0,INTC
2019-08-16 00:00:00-04:00,40.65240069577703,40.95067049280154,40.40676792640231,40.792762756347656,22701800,0.0,0.0,INTC
2019-08-19 00:00:00-04:00,41.634940598066606,41.757756998914054,41.26649139552425,41.433170318603516,21403600,0.0,0.0,INTC
2019-08-20 00:00:00-04:00,41.25770917911516,41.336663042987716,40.75766915675406,40.88048553466797,23113300,0.0,0.0,INTC
2019-08-21 00:00:00-04:00,41.32788473045716,41.4857924308896,41.13488568626311,41.36297607421875,15915000,0.0,0.0,INTC
2019-08-22 00:00:00-04:00,41.47702677918477,41.60861767314483,40.959441060901575,41.038394927978516,19783000,0.0,0.0,INTC
2019-08-23 00:00:00-04:00,40.66116838539804,40.90680448027517,39.3014104123628,39.4417724609375,32814000,0.0,0.0,INTC
2019-08-26 00:00:00-04:00,40.196222925890225,40.196222925890225,39.69618287889232,39.968135833740234,22080500,0.0,0.0,INTC
2019-08-27 00:00:00-04:00,40.240082152401214,40.45939806197948,39.915495543244035,40.16990280151367,16925500,0.0,0.0,INTC
2019-08-28 00:00:00-04:00,40.09094894020569,40.27517350109258,39.80145033324468,40.16990280151367,14888800,0.0,0.0,INTC
2019-08-29 00:00:00-04:00,40.75766974258375,41.42439201297854,40.70503606357572,41.117347717285156,17803800,0.0,0.0,INTC
2019-08-30 00:00:00-04:00,41.44193885912243,41.924433227136326,41.37175615646817,41.59107208251953,16922600,0.0,0.0,INTC
2019-09-03 00:00:00-04:00,41.33666832231037,41.424396708092644,40.79276571644327,41.21385192871094,15003800,0.0,0.0,INTC
2019-09-04 00:00:00-04:00,41.72266507999064,42.94206115486675,41.7051194034426,42.915740966796875,23450700,0.0,0.0,INTC
2019-09-05 00:00:00-04:00,43.80177544285687,44.8895805228986,43.74913841775989,43.95090866088867,30014200,0.0,0.0,INTC
2019-09-06 00:00:00-04:00,44.082503900101074,44.7316805543716,43.924596155724345,44.67026901245117,17067900,0.0,0.0,INTC
2019-09-09 00:00:00-04:00,44.793088844653504,45.644032417268285,44.75799749105199,45.25803756713867,20749700,0.0,0.0,INTC
2019-09-10 00:00:00-04:00,45.02994719719174,45.47735021044086,44.59131534845928,45.45980453491211,18532000,0.0,0.0,INTC
2019-09-11 00:00:00-04:00,45.266810622338134,46.31075668334961,45.07381486246292,46.31075668334961,18968900,0.0,0.0,INTC
2019-09-12 00:00:00-04:00,46.49497868238294,46.784477325779825,45.67912312834978,46.50374984741211,23308700,0.0,0.0,INTC
2019-09-13 00:00:00-04:00,46.28443404311343,46.49497881586978,45.81948532583333,46.09143829345703,18010800,0.0,0.0,INTC
2019-09-16 00:00:00-04:00,45.52998487328338,45.87211716209322,45.35453147360019,45.79316329956055,13354600,0.0,0.0,INTC
2019-09-17 00:00:00-04:00,45.661573753534306,45.74052761838461,45.047488509864756,45.573848724365234,19641100,0.0,0.0,INTC
2019-09-18 00:00:00-04:00,45.731757858677575,45.731757858677575,44.88081099432101,45.389625549316406,14906800,0.0,0.0,INTC
2019-09-19 00:00:00-04:00,45.35454282943425,45.60895015534842,45.179089385821165,45.24049758911133,11428400,0.0,0.0,INTC
2019-09-20 00:00:00-04:00,45.26680547105747,45.51244158207559,44.35445376861799,44.494815826416016,37067900,0.0,0.0,INTC
2019-09-23 00:00:00-04:00,44.591313216861884,44.94221667117636,44.20531506667211,44.6527214050293,18916600,0.0,0.0,INTC
2019-09-24 00:00:00-04:00,44.8281768471219,44.89835955431766,43.54737255926028,43.70528030395508,28197400,0.0,0.0,INTC
2019-09-25 00:00:00-04:00,43.643873994015664,44.92467833721371,43.354375334069026,44.757999420166016,19486700,0.0,0.0,INTC
2019-09-26 00:00:00-04:00,44.72290604274197,44.87204262198473,44.16145777228944,44.67026901245117,11351800,0.0,0.0,INTC
2019-09-27 00:00:00-04:00,44.41587487832403,44.933460744464554,44.16146752878966,44.547462463378906,14845700,0.0,0.0,INTC
2019-09-30 00:00:00-04:00,44.907136339049366,45.26681439219779,44.6878203713614,45.205406188964844,13652100,0.0,0.0,INTC
2019-10-01 00:00:00-04:00,45.591398925254126,45.82826054331776,44.24041192437073,44.5299072265625,18413100,0.0,0.0,INTC
2019-10-02 00:00:00-04:00,44.13514461619477,44.18777830438544,42.96838211269451,43.328060150146484,20078700,0.0,0.0,INTC
2019-10-03 00:00:00-04:00,43.424554771520754,43.924594831473165,42.57360787986691,43.889503479003906,16320100,0.0,0.0,INTC
2019-10-04 00:00:00-04:00,44.17022893742341,44.714134877608004,43.889504802197145,44.67026901245117,12644900,0.0,0.0,INTC
2019-10-07 00:00:00-04:00,44.477279579818045,44.942228367372714,44.354463171520294,44.40709686279297,12081400,0.0,0.0,INTC
2019-10-08 00:00:00-04:00,44.0035435135876,44.28426760725522,43.52104918675234,43.626319885253906,17409100,0.0,0.0,INTC
2019-10-09 00:00:00-04:00,44.27549626173762,44.5562203542533,43.99477216922195,44.28426742553711,11834900,0.0,0.0,INTC
2019-10-10 00:00:00-04:00,44.22286689584122,45.424717334158466,44.21409573052317,44.836952209472656,13907900,0.0,0.0,INTC
2019-10-11 00:00:00-04:00,45.617709041784515,46.31074811692432,45.4598013196895,45.69666290283203,24072500,0.0,0.0,INTC
2019-10-14 00:00:00-04:00,45.52999323642947,45.573855757783306,45.12644933908486,45.301902770996094,15016800,0.0,0.0,INTC
2019-10-15 00:00:00-04:00,45.556307706806585,46.556387866159476,45.4685826686687,46.18793869018555,18878100,0.0,0.0,INTC
2019-10-16 00:00:00-04:00,45.9247456967932,46.10897358640309,45.722975481025124,46.012474060058594,14769300,0.0,0.0,INTC
2019-10-17 00:00:00-04:00,46.17916829308522,46.35462173148975,45.073817320179835,45.494903564453125,16533900,0.0,0.0,INTC
2019-10-18 00:00:00-04:00,45.39839526843852,45.45980345808683,44.76676435034695,45.0562629699707,16974100,0.0,0.0,INTC
2019-10-21 00:00:00-04:00,45.19663425950873,45.76685375797085,45.03872649772019,45.73176574707031,12189000,0.0,0.0,INTC
2019-10-22 00:00:00-04:00,45.52999533380557,45.89844454594581,45.52122082123308,45.62649154663086,13114300,0.0,0.0,INTC
2019-10-23 00:00:00-04:00,45.065026072689626,45.582611683203645,44.9158928806491,45.3720703125,15887500,0.0,0.0,INTC
2019-10-24 00:00:00-04:00,45.696664518135314,45.994934298580915,45.11767063215213,45.819480895996094,23413000,0.0,0.0,INTC
2019-10-25 00:00:00-04:00,47.538918766344,49.66189866356202,47.302057165425325,49.53030776977539,59767700,0.0,0.0,INTC
2019-10-28 00:00:00-04:00,49.46013353202854,49.83735723032384,49.17940938629658,49.79349136352539,32307500,0.0,0.0,INTC
2019-10-29 00:00:00-04:00,49.451354224363484,50.21457605889614,49.33731235193531,49.4250373840332,18155800,0.0,0.0,INTC
2019-10-30 00:00:00-04:00,49.40748539784736,49.67943831700897,48.79340021210842,49.65311813354492,15248000,0.0,0.0,INTC
2019-10-31 00:00:00-04:00,49.41626289925246,49.653121139301895,48.793403165822276,49.591712951660156,19249700,0.0,0.0,INTC
2019-11-01 00:00:00-04:00,49.07413668074185,49.69699653367277,48.793412527236036,49.57417678833008,17953500,0.0,0.0,INTC
2019-11-04 00:00:00-05:00,49.94262587528352,50.70584440565593,49.872443168515844,50.53916549682617,19068000,0.0,0.0,INTC
2019-11-05 00:00:00-05:00,50.416350941129224,51.18834066469247,50.18826048232971,50.48653030395508,20865400,0.0,0.0,INTC
